ID_CONVOCATORIA,NME_CONVOCATORIA,ANO_CONVO,ID_PRODUCTO_PD,NME_CLASE_PD,NME_TIPO_MEDICION_PD,NME_TIPOLOGIA_PD,ID_TIPO_PD_MED,NME_CATEGORIA_PD,FCREACION_PD,NME_PRODUCTO_PD,COD_GRUPO_GR,NME_GRUPO_GR,ID_PERSONA_PD,year
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000036790-17592,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,05/01/2011,Nonlinear optical rectification and optical absorption in GaAs-Ga1-xAlxAs double quantum wells under applied electric and magnetic fields,COL0033319,Grupo de Materia Condensada-UdeA,0000036790,2011
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001464334-82,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,08/01/2012,Injury of Peripheral Muscles in Smokers with Chronic Obstructive Pulmonary Disease,COL0137233,"Grupo de Investigación en Entrenamiento, Músculo, Inmunidad Innata y Enfermedades del Pulmón; Grupo EMICON",0001464334,2012
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000208868-156,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/09/2011,Phylogeographic origin of Helicobacter pylori is a determinant of gastric cancer risk,COL0015571,Registro Poblacional de Cancer,0000208868,2011
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000173665-71,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,04/01/2016,Functional validation of ABCA3 as a miltefosine transporter in human macrophages: impact on intracellular survival of Leishmania (Viannia) panamensis,COL0001413,CIDEIM,0000173665,2016
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000664146-24,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,12/01/2013,Ensayo sobre la ceguera de José Saramago: Representaciones Sociales en la modernidad,COL0042971,"Comunicación, paz - conflicto",0000664146,2013
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000839744-69,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/07/2018,Weighted Symbolic Dependence Metric (wSDM) for fMRI resting-state connectivity: A multicentric validation for frontotemporal dementia,COL0032302,"Perspectivas en ciclo vital, salud mental y psiquiatría",0000839744,2018
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0001354437-75,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/01/2008,Poblaciòn y Crecimiento Econòmico. Una invesrsiòn Mejorada del Modelo de Solow,COL0048259,Grupo de Investigación Empresarial y Turistico,0001354437,2008
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000044008-737,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,09/01/2013,A Simple Derivation of Crooks Relation,COL0071024,Termodinámica Aplicada y Energías Alternativas,0000044008,2013
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000112143-17,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2008,Reporte de cinco casos de malaria neonatal grave por Plasmodium vivax en Urabá Colombia,COL0007524,Grupo Malaria,0000112143,2008
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001473932-21,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,03/01/2016,EVALUACIÓN DE LA MADUREZ NEUROPSICOLÓGICA INFANTIL EN PREESCOLARES,COL0049794,Grupo de Investigación en Psicología Clínica y de la Salud,0001473932,2016
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000274992-61,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2011,Estudio de las propiedades térmicas de harinas de maíz producidas por tratamiento térmico-alcalino.,COL0031449,Alimentos y Agroindustria,0000274992,2011
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000329258-69,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/12/2010,Costo-efectividad del uso de resonancia magnética y radiografía convencional en pacientes con pie diabético,COL0062858,Grupo Interdisciplinario en Teoría e Investigación Aplicada en Ciencias Económicas,0000329258,2010
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000446556-38,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,11/01/2011,Tumor de colisión de cérvix uterino: presentación de 17 casos,COL0032741,"Grupo de investigación en Patología Estructural, Funcional y Clínica",0000446556,2011
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000301558-39,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2015,Effect of cassava-starch coatings with ascorbic acidic and N-acetylcysteine on the quality of harton plantain (Musa paradisiaca),COL0073181,Ingeniería Agrícola,0000301558,2015
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0001377000-67,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,07/01/2014,Las Garantías imperativas en el ámbito de aplicación del derecho del consumo: una visión crítica a partir del nuevo estatuto del consumidor en Colombia,COL0009009,Grupo de Investigaciòn en Derecho y Economia,0001377000,2014
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000476587-47,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,06/01/2010,Encadenamiento de Trayectorias Aplicado al Problema del Planeamiento de la Transmisión,COL0084569,GAOPE,0000476587,2010
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000095885-31009,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2014,"1.	Obtención de carbones activados a partir de semillas de eucalipto, por activación química con H3PO4. Caracterización y evaluación de la capacidad de adsorción de fenol desde solución acuosa.",COL0024964,Solidos  Porosos y Calorimetría Aplicada,0000095885,2014
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000199311-63,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,10/01/2015,"Prevalence, risk factors and underdiagnosis of asthma and wheezing in adults 40 years and older: A population-based study.",COL0055817,MEDICINA CARDIOVASCULAR Y ESPECIALIDADES DE ALTA COMPLEJIDAD - FUNDACIÓN CLÍNICA SHAIO,0000199311,2015
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000068020-46,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,03/01/2009,Ethnic and gender specific effects of fasting glucose on hypertension.,COL0021318,GRUPO DE CARDIOLOGÍA PREVENTIVA,0000068020,2009
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000247359-115,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,12/01/2011,MOISTURE ADSORPTION ISOTHERMS IN YELLOW PITAHAYA,COL0060316,BACTERIAS ACIDO LÁCTICAS Y SUS APLICACIONES BIOTECNOLOGICAS- INDUSTRIALES,0000247359,2011
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0001143140-7,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,11/01/2009,Characterization of a Phytoplasma Associated with Frogskin Disease in Cassava,COL0085807,Manejo Integrado Enfermedades,0001143140,2009
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000735434-32,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/06/2017,Communal egg-laying and thermal isolation in a nest of Erythrolamprus epinephelus (Dipsadidae),COL0010557,Grupo de Investigación y Asesoría en Estadística,0000735434,2017
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000289485-168,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,12/01/2015,"Afrocolombianos, discriminación y segregación espacial de la calidad del empleo para Cali¿.",COL0043496,Desarrollo Economico y Economia Internacional,0000000000,2015
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0001348836-11,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,12/01/2013,"Intersecciones Entre Posición Socioeconómica, Mecanismos Psicólógicos y Comportamientos de Adherencia en VIH/SIDA:Aproximación Cualitativa Desde La Perspectiva de Estilo De Vida",COL0048124,"Economía, Gestión, Territorio  y Desarrollo Sostenible",0001348836,2013
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000146994-36,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/02/2014,Propiedades Psicométricas del Inventario de Depresión Estado Rasgo (IDER) con una muestra de población general colombiana Psychometric Propierties of The State-Trait Depression Inventory (IDER) with a colombian general sample Propriedades psicométricas do Inventário de Depressão Estado-Rasgo (IDER),COL0010199,"Grupo de Investigación en Psicología: Sujeto, Sociedad y Trabajo",0000146994,2014
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000056553-8,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,05/01/2008,"A systematic method for 3D mapping of mangrove forests based on Shuttle Radar Topography Mission elevation data, ICEsat/GLAS waveforms and field data: Application to Ciénaga Grande de Santa Marta, Colombia",COL0004578,Estudios Ambientales del Caribe,0000056553,2008
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000252239-90,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/09/2013,"Low weight for age according to who in preterm neonates from a high rIsk monitoring program ""Kangaroo"" from hospital univeritario del valle in Cali,Colombia",COL0117159,"GRUPO DE INVESTIGACION EN NEONATOLOGÍA, SALUD INFANTIL  Y DESARROLLO - INSIDE",0000252239,2013
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000107450-139,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,11/01/2009,Comparative study of pattern correlation using Mexican hat and Coiflet wavelet-based filtering,COL0011536,Grupo de Óptica y Espectroscopía,0000107450,2009
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000816353-119,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/07/2016,De las bases embriológicas a la clínica en el síndrome de Prune Belly,COL0099642,Grupo de Investigación Biomédica,0000816353,2016
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000429180-131,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/02/2013,Estimación de la Utilidad en Riesgo de una empresa de transmisión de Energía Eléctrica considerando variables económicas,COL0047539,RED (Research and Enterprise Development),0000429180,2013
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0001441499-70,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,12/01/2012,"Measurability invariance, continuity and a portfolio representation",COL0121547,Fenomenología y ciencia,0001441499,2012
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001101544-76,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2014,"Global, regional, and national levels of neonatal, infant, and under-5 mortality during 1990¿2013: a systematic analysis for the Global Burden of Disease Study 2013",COL0152249,Grupo de Investigación en Epidemiología y Salud Poblacional,0001101544,2014
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000112143-31238,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,06/01/2010,Induction of cell death on Plasmodium falciparum asexual blood stages by Solanum nudum steroids,COL0007524,Grupo Malaria,0000112143,2010
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000720780-137,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,10/01/2011,LA TECNOLOGIA UNA MIRADA DESDE LA HISTORIA,COL0022109,Representaciones y Conceptos Científicos. IREC.,0000720780,2011
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000170429-140,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2011,Múltiples perspectivas sobre un problema complejo: Comentarios sobre cinco investigaciones en violencia escolar,COL0000309,"Educación, Desarrollo y Convivencia",0000170429,2011
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000057240-33977,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,05/01/2014,Evaluating Linked Social: Ecological Systems in Marine Protected Areas,COL0039635,Biología Molecular Marina -BIOMMAR,0000057240,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001576437-10,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2016,Geografía del terrorismo en Colombia: una visión retrospectiva,COL0165701,Grupo de Estudios en Gobierno y Relaciones Internacionales GEGRI,0001576437,2016
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000283290-156,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,12/01/2016,In vitro interaction of Metarhizium anisopliae Ma9236 and Beauveria bassiana Bb9205 with Heterorhabditis bacteriophora HNI0100 for the control of Plutella xylostella.,COL0016677,UNIDAD DE INVESTIGACIONES AGROPECUARIAS,0000283290,2016
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000425672-7,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/12/2008,Una justificación para el estudio de la sensibilidad cutánea en pacientes con parálisis de Bell,COL0105427,"Psicología, Biología y Neurodesarrollo",0000425672,2008
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000188719-154,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2018,"Incidence rate of clinical mastitis and antibiotic susceptibility of mastitis-producing pathogens in dairy cattle from Northern Antioquia, Colombia",COL0001262,CENTAURO,0000188719,2018
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000247243-100,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/05/2018,"Carotenoides, clorofilas y pectinas durante la maduración de variedades de guayaba (Psidium guajava L.) de Santander, Colombia",COL0025694,Biología de Páramos y Ecosistemas Andinos,0000247243,2018
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000206440-859,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2013,Descripción anatómica e histológica del tracto digestivo del nicuro Pimelodus blochii,COL0038084,Ictiología,0000206440,2013
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000711772-52,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/01/2008,Stem cell grafts as therapeutic tools for central nervous system disorders.,COL0057366,neurociencia y comportamiento,0000000000,2008
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000253944-118,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,07/01/2015,"Ancestry, admixture and fitness in Colombian genomes.",COL0082529,Instituto de Investigaciones Biomédicas,0000253944,2015
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000467324-18,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,09/01/2015,En femenino: apuntes sobre la obra de Esperanza Barroso y Raquel Ramírez,COL0023419,Tiempo Cero,0000467324,2015
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000395994-55,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/12/2006,"Una propuesta de innovación en politicas de aseguramiento en salud, basada en hallazgos de investigacion: el caso de los trabajadores cesantes en Medellín (Colombia).",COL0007014,Gestión y políticas de salud,0000395994,2006
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000139882-146,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/04/2016,"De ""invasores"" a población urbanizada: encerramiento simbólico de los habitantes de Potrero Grande en Cali-Colombia",COL0004756,Grupo de Investigación en Estudios Socio-Jurídicos,0000139882,2016
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000008419-256,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2012,Search for three-jet resonances in pp collisions at &#8730;s=7TeV,COL0005879,GRUPO DE FISICA DE ALTAS ENERGIAS DE LA UNIVERSIDAD DE LOS ANDES,0000008419,2012
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001491408-1,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2015,Cachaza y carbonilla: residuos agroindustriales con potencial de fertilización biológica nitrogenada,COL0121879,CIAB,0001491408,2015
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000002712-6,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2015,Dielectric response of Al-substituted multiferroic TbMnO3 at high temperatures,COL0005332,Física de Bajas Temperaturas - Edgar Holguín,0000002712,2015
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000344079-1,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2011,EPILAB: A software package for studies on the prediction of epileptic seizures.,COL0005904,GRUPO DE INGENIERIA BIOMÉDICA,0000344079,2011
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000482536-29,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/10/2018,Carbones de Bajo Rango como Recurso para Enmiendas Húmicas mediante Transformación Microbiana,COL0019042,BIOTECNOLOGIA,0000482536,2018
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000548502-30,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/01/2009,Trombosis del seno venoso post parto. Reporte de un caso,COL0047628,Grupo Interinstitucional de Ginecología y Obstetricia -GIGyO-,0000000000,2009
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001598644-4,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2016,Análisis de la problemática de la gestión de proyectos: estudio en el contexto empresarial colombiano,COL0158995,Dirección & Gestión de Proyectos,0001598644,2016
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000008346-80,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,07/01/2014,Influence of Tear Size on the Load Bearing Capacity of the Supraspinatus Tendon,COL0000935,"Bioingeniería, análisis de señales y procesamiento de imágenes",0000008346,2014
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000392758-66,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,12/01/2012,Comunicación Pública: mediaciones para la movilización social,COL0025513,"Comunicación, organización y política",0000392758,2012
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000049085-28974,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,12/01/2013,Simulación de la Difusión del Cl- hasta la Despasivación del Acero de Refuerzo en Concreto con Microsílice y Expuesto a Carbonatación,COL0008915,Grupo de Investigaciones en Corrosión,0000049085,2013
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000815934-78,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/04/2017,Reconfigurable Mechanical System Design for Tracking an Ankle Trajectory Using an Evolutionary Optimization Algorithm,COL0036025,DAVINCI,0000815934,2017
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000153125-191,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,12/01/2007,"La planificación territorial y urbana en América Latina: origenes, desarrollos y tendencias",COL0046649,"Procesos Urbanos en Habitat, Vivienda e Informalidad",0000153125,2007
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000147451-47,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2012,Effect of hábitat type on parasitism of Ectatomma ruidum by eucharitid wasps.,COL0089397,Ecología de agroecosistemas y hábitats naturales (GEAHNA),0000147451,2012
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000023574-28,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,06/01/2015,"Sistematización de una estrategia de información, educación y comunicación para prevención del síndrome metabólico en profesionales del área de la salud",COL0065608,Determinantes sociales y económicos de la situación de salud y nutrición,0000023574,2015
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001274180-3,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2016,Explosive Contagion in Networks,COL0099876,GRUPO DE INVESTIGACION EN SISTEMAS APLICADOS A LA INDUSTRIA,0001274180,2016
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001515068-59,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/12/2018,LAS SPIN OFF UNA OPCIÓN PARA EL EMPRENDIMIENTO DINÁMICO INNOVADOR,COL0044733,Grupo de Investigación Regional en Ecosistemas Empresariales y Emprendimiento (GIREE),0001515068,2018
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0001342289-64,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2012,Effects of current density and electrolyte temperature on the volume expansion factor of anodic alumina formed in oxalic acid,COL0008915,Grupo de Investigaciones en Corrosión,0001342289,2012
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000046787-236,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2013,Ranking de revistas científicas en Latinoamérica mediante el índice h: estudio de caso Colombia,COL0016668,UNIDAD DE ECOLOGÍA Y SISTEMATICA (UNESIS),0000046787,2013
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000635073-56,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,06/01/2014,Perception and acceptance of telework by university students: a case study,COL0102579,GAMES,0000635073,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000262293-47,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/12/2014,Violencia sexual contra las mujeres en el conflicto armado colombiano: un desconocimiento de su dignidad,COL0044555,Medicina Comunitaria y Salud Colectiva,0000262293,2014
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000031615-29,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2008,Comparative study between melted and mechanically alloyed samples of the Fe50Mn10Al40 nanostructured system,COL0027536,"Grupo de Investigación en Materiales ""GIM""",0000031615,2008
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000216038-18,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,04/01/2014,Electromagnetic stimulation as coadjuvant in the healing of diaphyseal femoral fractures: a randomized controlled trial,COL0011302,Grupo de investigación clínica de la Fundación Valle del Lili,0000216038,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000773573-85,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/12/2017,Mechanical behavior of anterior fixed partial dentures made of different materials subjected to static and dynamic loads,COL0086448,Grupo de Diseño Mecánico,0000773573,2017
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000247375-2,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/12/2015,Phasing out mercury through collective action in artisanal gold mining: Evidence from a framed field experiment.,COL0062393,Ciencias de la Decision,0000247375,2015
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000728195-19,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2013,Modelos regionales de altura-diámetro para plantaciones jóvenes de Eucalyptus tereticornis en la Costa Atlántica Colombiana,COL0009153,Corporación Nacional de Investigación y Fomento Forestal - CONIF,0000728195,2013
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000327956-168,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/07/2017,"Factores asociados a actitudes sobre la sexualidad en la vejez en Medellín, Colombia",COL0132729,CUIDADO Y VIDA,0000327956,2017
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000232963-13,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,02/01/2015,Frames of subspaces in Hilbert spaces with $W$-metrics,COL0050454,SISTEMAS DINAMICOS Y EDO,0000232963,2015
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000577928-58,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/06/2012,EVALUACIÓN SENSORIAL DE PASTELES A PARTIR DE HARINA DE CHACHAFRUTO (Erythrina edulis triana),COL0035439,Biotecnologia,0000577928,2012
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000176176-116,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2011,Fasciotomía profiláctica y síndrome compartimental de extremidades: ¿existen indicaciones justificables?,COL0016612,Trauma y Cirugía,0000176176,2011
